ars,name,designation,postal_code,district,state,lat,lng,population
083155017031,Eisenbach (Hochschwarzwald),,79871,Breisgau-Hochschwarzwald,Baden-Württemberg,47.962172,8.270993,2138
097775756125,Eisenberg,,87637,Ostallgäu,Bayern,47.612055,10.604366,1103
160745052018,Eisenberg,Stadt,07607,Saale-Holzland-Kreis,Thüringen,50.967401,11.901252,10955
073335002019,Eisenberg (Pfalz),Stadt,67304,Donnersbergkreis,Rheinland-Pfalz,49.557834,8.07207,9137
010585864045,Eisendorf,,24589,Rendsburg-Eckernförde,Schleswig-Holstein,54.193403,9.869129,275
096795647167,Eisenheim,M,97247,Würzburg,Bayern,49.890048,10.17989,1325
120670120120,Eisenhüttenstadt,Stadt,15890,Oder-Spree,Brandenburg,52.145788,14.631279,24703
072315008026,Eisenschmitt,,54533,Bernkastel-Wittlich,Rheinland-Pfalz,50.043282,6.720893,336
160690012012,Eisfeld,Stadt,98673,Hildburghausen,Thüringen,50.427398,10.907349,7181
071415011036,Eisighofen,,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.239704,8.018083,296
082365002011,Eisingen,,75239,Enzkreis,Baden-Württemberg,48.947631,8.668775,4648
096790126126,Eisingen,,97249,Würzburg,Bayern,49.759302,9.830518,3395
150870130130,Eisleben,Lutherstadt,06295,Mansfeld-Südharz,Sachsen-Anhalt,51.527265,11.545175,22505
081175003019,Eislingen/Fils,Stadt,73054,Göppingen,Baden-Württemberg,48.700842,9.707697,22325
071435004013,Eitelborn,,56337,Westerwaldkreis,Rheinland-Pfalz,50.377278,7.721646,2486
091765116124,Eitensheim,,85117,Eichstätt,Bayern,48.819536,11.320021,2999
066310007007,Eiterfeld,Marktgemeinde,36132,Fulda,Hessen,50.762532,9.798801,6940
053820016016,Eitorf,,53783,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.769915,7.449515,19172
091775123116,Eitting,,85462,Erding,Bayern,48.358839,11.89039,3057
130735360022,Eixen,,18334,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.161303,12.723712,668
031585402011,Elbe,,38274,Wolfenbüttel,Niedersachsen,52.087474,10.268819,1459
150860035035,Elbe-Parey,,39317,Jerichower Land,Sachsen-Anhalt,52.37872,11.984559,6362
071325009024,Elben,,57580,Altenkirchen (Westerwald),Rheinland-Pfalz,50.749879,7.834109,342
071435008501,Elbingen,,56459,Westerwaldkreis,Rheinland-Pfalz,50.527839,7.909828,349
031595403012,Elbingerode,,37412,Göttingen,Niedersachsen,51.659428,10.275669,431
065330005005,Elbtal,,65627,Limburg-Weilburg,Hessen,50.504848,8.064857,2396
082165003012,Elchesheim-Illingen,,76477,Rastatt,Baden-Württemberg,48.933733,8.208194,3262
097750139139,Elchingen,,89270,Neu-Ulm,Bayern,48.437492,10.051368,9869
071345002022,Elchweiler,,55765,Birkenfeld,Rheinland-Pfalz,49.673456,7.201509,99
130765657037,Eldena,,19294,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.230631,11.421518,1153
130715159175,Eldetal,,17209,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.290162,12.518873,869
033515403008,Eldingen,,29351,Celle,Niedersachsen,52.686123,10.340327,1970
096725607121,Elfershausen,M,97725,Bad Kissingen,Bayern,50.145341,9.964231,2827
160705002011,Elgersburg,,98716,Ilm-Kreis,Thüringen,50.704539,10.853695,1206
010545492026,Elisabeth-Sophien-Koog,,25845,Nordfriesland,Schleswig-Holstein,54.510068,8.879592,56
071325009025,Elkenroth,,57578,Altenkirchen (Westerwald),Rheinland-Pfalz,50.728441,7.883392,1807
160705009012,Elleben,,99334,Ilm-Kreis,Thüringen,50.862945,11.092014,884
145230090090,Ellefeld,,08236,Vogtlandkreis,Sachsen,50.48394,12.391257,2412
071345002023,Ellenberg,,55765,Birkenfeld,Rheinland-Pfalz,49.659352,7.147493,88
081365003018,Ellenberg,,73488,Ostalbkreis,Baden-Württemberg,49.01335,10.216727,1815
071435007015,Ellenhausen,,56242,Westerwaldkreis,Rheinland-Pfalz,50.515578,7.724221,292
071355001025,Ellenz-Poltersdorf,,56821,Cochem-Zell,Rheinland-Pfalz,50.108953,7.224466,812
010600019019,Ellerau,,25479,Segeberg,Schleswig-Holstein,53.752683,9.917553,6117
010565687013,Ellerbek,,25474,Pinneberg,Schleswig-Holstein,53.657209,9.869621,4356
010585864046,Ellerdorf,,24589,Rendsburg-Eckernförde,Schleswig-Holstein,54.194754,9.838495,505
010565660014,Ellerhoop,,25373,Pinneberg,Schleswig-Holstein,53.727623,9.770845,1526
071405008035,Ellern (Hunsrück),,55497,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.986856,7.640758,891
073325006013,Ellerstadt,,67158,Bad Dürkheim,Rheinland-Pfalz,49.461405,8.258852,2459
097725706136,Ellgau,,86679,Augsburg,Bayern,48.59937,10.869101,1179
081255014024,Ellhofen,,74248,Heilbronn,Baden-Württemberg,49.146658,9.321498,3998
010545489027,Ellhöft,,25923,Nordfriesland,Schleswig-Holstein,54.888824,8.957598,99
095775534125,Ellingen,St,91792,Weißenburg-Gunzenhausen,Bayern,49.060787,10.967915,3897
160665014018,Ellingshausen,,98617,Schmalkalden-Meiningen,Thüringen,50.546467,10.471476,216
010595993023,Ellingstedt,,24870,Schleswig-Flensburg,Schleswig-Holstein,54.477733,9.409623,763
160620005005,Ellrich,Stadt,99755,Nordhausen,Thüringen,51.587555,10.665677,5239
072335001021,Ellscheid,,54552,Vulkaneifel,Rheinland-Pfalz,50.150076,6.915032,290
081365003019,Ellwangen (Jagst),Stadt,73479,Ostalbkreis,Baden-Württemberg,48.962988,10.131979,25001
071345002024,Ellweiler,,55765,Birkenfeld,Rheinland-Pfalz,49.615204,7.144398,329
097745730133,Ellzee,,89352,Günzburg,Bayern,48.337528,10.318667,1252
010535373027,Elmenhorst,,21493,Herzogtum Lauenburg,Schleswig-Holstein,53.544876,10.537551,876
010625218016,Elmenhorst,,23869,Stormarn,Schleswig-Holstein,53.765182,10.263561,2808
130735356023,Elmenhorst,,18510,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.217602,13.064277,695
130725263030,Elmenhorst/Lichtenhagen,,18107,Landkreis Rostock,Mecklenburg-Vorpommern,54.155465,12.013959,4186
010560015015,Elmshorn,Stadt,25335,Pinneberg,Schleswig-Holstein,53.754958,9.655259,51342
073325005014,Elmstein,,67471,Bad Dürkheim,Rheinland-Pfalz,49.352193,7.935266,2446
010515175027,Elpersbüttel,,25704,Dithmarschen,Schleswig-Holstein,54.072963,9.047156,874
033575408013,Elsdorf,,27404,Rotenburg (Wümme),Niedersachsen,53.242622,9.35309,2054
053620016016,Elsdorf,Stadt,50189,Rhein-Erft-Kreis,Nordrhein-Westfalen,50.936059,6.567973,21424
010585847047,Elsdorf-Westermühlen,,24800,Rendsburg-Eckernförde,Schleswig-Holstein,54.258716,9.528745,1631
092735219163,Elsendorf,,84094,Kelheim,Bayern,48.70923,11.80904,2127
096760121121,Elsenfeld,M,63820,Miltenberg,Bayern,49.846407,9.161132,9225
034610004004,Elsfleth,Stadt,26931,Wesermarsch,Niedersachsen,53.237137,8.457116,9004
010615153026,Elskop,,25361,Steinburg,Schleswig-Holstein,53.812422,9.493561,150
147305303120,Elsnig,,04880,Nordsachsen,Sachsen,51.61115,12.928442,1352
071435006218,Elsoff (Westerwald),,56479,Westerwaldkreis,Rheinland-Pfalz,50.574362,8.117083,982
150840130130,Elsteraue,,06729,Burgenlandkreis,Sachsen-Anhalt,51.05897,12.181646,7765
145230100100,Elsterberg,Stadt,07985,Vogtlandkreis,Sachsen,50.608182,12.169477,3609
146250120120,Elsterheide / Halštrowska Hola,,02979,Bautzen,Sachsen,51.466289,14.228082,3269
147295308100,Elstertrebnitz,,04523,Leipzig,Sachsen,51.147289,12.2391,1284
120620124124,Elsterwerda,Stadt,04910,Elbe-Elster,Brandenburg,51.460775,13.520152,7663
146250130130,Elstra / Halštrow,Stadt,01920,Bautzen,Sachsen,51.222129,14.133453,2651
145215140180,Elterlein,Stadt,09481,Erzgebirgskreis,Sachsen,50.576954,12.868758,2636
096740133133,Eltmann,St,97483,Haßberge,Bayern,49.971589,10.664635,5311
064390003003,Eltville am Rhein,Stadt,65343,Rheingau-Taunus-Kreis,Hessen,50.024896,8.119535,17031
160685050009,Elxleben,,99189,Sömmerda,Thüringen,51.04457,10.948265,2229
160705009013,Elxleben,,99334,Ilm-Kreis,Thüringen,50.866515,11.05421,645
065330006006,Elz,,65604,Limburg-Weilburg,Hessen,50.413548,8.035806,8083
083165002010,Elzach,Stadt,79215,Emmendingen,Baden-Württemberg,48.172277,8.069355,7515
032540014014,Elze,Stadt,31008,Hildesheim,Niedersachsen,52.121655,9.735897,8880
082255005117,Elztal,,74834,Neckar-Odenwald-Kreis,Baden-Württemberg,49.384876,9.191576,5814
073365010021,Elzweiler,,66887,Kusel,Rheinland-Pfalz,49.579251,7.512731,116
033555405016,Embsen,,21409,Lüneburg,Niedersachsen,53.175557,10.344803,2787
010585853048,Embühren,,24819,Rendsburg-Eckernförde,Schleswig-Holstein,54.170602,9.591436,189
034020000000,Emden,Stadt,26721,Emden,Niedersachsen,53.370558,7.205946,49202
084255010035,Emeringen,,88499,Alb-Donau-Kreis,Baden-Württemberg,48.234296,9.517274,176
084255010036,Emerkingen,,89607,Alb-Donau-Kreis,Baden-Württemberg,48.214609,9.656266,816
097725707137,Emersacker,,86494,Augsburg,Bayern,48.489038,10.673265,1504
010585864049,Emkendorf,,24802,Rendsburg-Eckernförde,Schleswig-Holstein,54.26233,9.853171,1331
160675054013,Emleben,,99869,Gotha,Thüringen,50.892858,10.694229,673
034565401002,Emlichheim,,49824,Grafschaft Bentheim,Niedersachsen,52.606837,6.853449,7691
072325005031,Emmelbaum,,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.05697,6.262377,81
010545489166,Emmelsbüll-Horsbüll,,25924,Nordfriesland,Schleswig-Holstein,54.811403,8.692601,887
071405009036,Emmelshausen,Stadt,56281,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.15564,7.55188,4980
083165003011,Emmendingen,Stadt,79312,Emmendingen,Baden-Württemberg,48.122053,7.847625,29502
033605407008,Emmendorf,,29579,Uelzen,Niedersachsen,53.023893,10.567913,722
051540008008,Emmerich am Rhein,Stadt,46446,Kleve,Nordrhein-Westfalen,51.831485,6.242771,31829
091755112136,Emmering,,83550,Ebersberg,Bayern,47.997962,12.056182,1446
091790119119,Emmering,,82275,Fürstenfeldbruck,Bayern,48.180662,11.280566,6899
032520005005,Emmerthal,,31860,Hameln-Pyrmont,Niedersachsen,52.049405,9.376592,9834
091715101114,Emmerting,,84547,Altötting,Bayern,48.199992,12.766255,4274
071325003026,Emmerzhausen,,57520,Altenkirchen (Westerwald),Rheinland-Pfalz,50.720813,8.025081,674
083275006057,Emmingen-Liptingen,,78576,Tuttlingen,Baden-Württemberg,47.932278,8.85409,4856
160635059023,Empfertshausen,,36452,Wartburgkreis,Thüringen,50.664091,10.098294,507
082375003024,Empfingen,,72186,Freudenstadt,Baden-Württemberg,48.392671,8.709744,4269
034540010010,Emsbüren,,48488,Emsland,Niedersachsen,52.392739,7.292613,10559
055660008008,Emsdetten,Stadt,48282,Steinfurt,Nordrhein-Westfalen,52.172195,7.527511,36159
095750121121,Emskirchen,M,91448,Neustadt a.d.Aisch-Bad Windsheim,Bayern,49.551754,10.717297,5854
034530005005,Emstek,,49685,Cloppenburg,Niedersachsen,52.834011,8.155308,12487
033615401004,Emtinghausen,,27321,Verden,Niedersachsen,52.931761,8.966038,1524
094725415133,Emtmannsberg,,95517,Bayreuth,Bayern,49.892082,11.646078,998
083165005012,Endingen am Kaiserstuhl,Stadt,79346,Emmendingen,Baden-Württemberg,48.142314,7.701325,10381
071415007037,Endlichhofen,,56355,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.201998,7.818267,147
160765004017,Endschütz,,07570,Greiz,Thüringen,50.786694,12.135433,323
034565403003,Engden,,48465,Grafschaft Bentheim,Niedersachsen,52.391482,7.175182,420
010545489167,Enge-Sande,,25917,Nordfriesland,Schleswig-Holstein,54.726675,8.98049,1188
010615134027,Engelbrechtsche Wildnis,,25348,Steinburg,Schleswig-Holstein,53.785831,9.44734,822
091890115115,Engelsberg,,84549,Traunstein,Bayern,48.1164,12.54315,2485
082365005013,Engelsbrand,,75331,Enzkreis,Baden-Württemberg,48.831746,8.643673,4470
033595409015,Engelschoff,,21710,Stade,Niedersachsen,53.661807,9.323504,754
053740008008,Engelskirchen,,51766,Oberbergischer Kreis,Nordrhein-Westfalen,50.988292,7.408515,19737
073395003016,Engelstadt,,55270,Mainz-Bingen,Rheinland-Pfalz,49.903044,8.065522,745
095745529120,Engelthal,,91238,Nürnberger Land,Bayern,49.471886,11.398281,1053
095749453453,Engelthaler Forst,,,Nürnberger Land,Bayern,49.461019,11.379707,0
083355001022,Engen,Stadt,78234,Konstanz,Baden-Württemberg,47.854017,8.772115,11311
057580008008,Enger,Widukindstadt,32130,Herford,Nordrhein-Westfalen,52.139237,8.559282,20688
084155001089,Engstingen,,72829,Reutlingen,Baden-Württemberg,48.387146,9.285676,5041
084150019019,Eningen unter Achalm,,72800,Reutlingen,Baden-Württemberg,48.486636,9.259408,11506
073355002004,Enkenbach-Alsenborn,,67677,Kaiserslautern,Rheinland-Pfalz,49.490516,7.90659,7236
072315009029,Enkirch,,56850,Bernkastel-Wittlich,Rheinland-Pfalz,49.983334,7.126942,1389
059540008008,Ennepetal,Stadt der Kluterthöhle,58256,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,51.297193,7.367678,29446
055700020020,Ennigerloh,Stadt,59320,Warendorf,Nordrhein-Westfalen,51.835127,8.024092,19841
072355006019,Ensch,,54340,Trier-Saarburg,Rheinland-Pfalz,49.82541,6.831554,459
093710120120,Ensdorf,,92266,Amberg-Sulzbach,Bayern,49.341188,11.935259,2160
100440123123,Ensdorf,,66806,Saarlouis,Saarland,49.304964,6.778554,6928
059740012012,Ense,,59469,Soest,Nordrhein-Westfalen,51.503923,7.959552,12383
073315006019,Ensheim,,55232,Alzey-Worms,Rheinland-Pfalz,49.806914,8.116022,490
071435009219,Enspel,,57647,Westerwaldkreis,Rheinland-Pfalz,50.617023,7.88465,285
072325008032,Enzen,,54646,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.921428,6.369666,30
082355008025,Enzklösterle,,75337,Calw,Baden-Württemberg,48.668044,8.474621,1240
010515175028,Epenwöhrden,,25704,Dithmarschen,Schleswig-Holstein,54.112805,9.052894,754
082265009017,Epfenbach,,74925,Rhein-Neckar-Kreis,Baden-Württemberg,49.336931,8.910056,2448
083255002015,Epfendorf,,78736,Rottweil,Baden-Württemberg,48.248458,8.596458,3106
100430111111,Eppelborn,,66571,Neunkirchen,Saarland,49.406885,6.967465,16661
082260018018,Eppelheim,Stadt,69214,Rhein-Neckar-Kreis,Baden-Württemberg,49.401236,8.631011,15663
073315001020,Eppelsheim,,55234,Alzey-Worms,Rheinland-Pfalz,49.705144,8.166162,1147
071355002026,Eppenberg,,56759,Cochem-Zell,Rheinland-Pfalz,50.248217,7.073634,232
073405003008,Eppenbrunn,,66957,Südwestpfalz,Rheinland-Pfalz,49.116242,7.559521,1252
145220110110,Eppendorf,,09575,Mittelsachsen,Sachsen,50.799807,13.229082,3787
071415003038,Eppenrod,,65558,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.405428,7.930933,730
092725211116,Eppenschlag,,94536,Freyung-Grafenau,Bayern,48.889443,13.29973,935
064320005005,Eppertshausen,,64859,Darmstadt-Dieburg,Hessen,49.944519,8.848665,6429
081255004026,Eppingen,Stadt,75031,Heilbronn,Baden-Württemberg,49.137701,8.909012,22666
097785760134,Eppishausen,,87745,Unterallgäu,Bayern,48.167869,10.518989,1941
064360002002,Eppstein,Stadt,65817,Main-Taunus-Kreis,Hessen,50.140666,8.396967,13070
064370006006,Erbach,Kreisstadt,64711,Odenwaldkreis,Hessen,49.657653,8.99268,13935
071405008037,Erbach,,55494,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.026216,7.681815,310
084250039039,Erbach,Stadt,89155,Alb-Donau-Kreis,Baden-Württemberg,48.326196,9.892784,14140
093770116116,Erbendorf,St,92677,Tirschenreuth,Bayern,49.838063,12.048098,5095
160665005019,Erbenhausen,,98634,Schmalkalden-Meiningen,Thüringen,50.575898,10.145807,541
073315001021,Erbes-Büdesheim,,55234,Alzey-Worms,Rheinland-Pfalz,49.756689,8.032363,1472
072315001030,Erden,,54492,Bernkastel-Wittlich,Rheinland-Pfalz,49.977555,7.023064,435
073365010022,Erdesbach,,66887,Kusel,Rheinland-Pfalz,49.573682,7.442763,593
091770117117,Erding,GKSt,85435,Erding,Bayern,48.306323,11.907169,37171
081185005014,Erdmannhausen,,71729,Ludwigsburg,Baden-Württemberg,48.941641,9.296924,5261
091740118118,Erdweg,,85253,Dachau,Bayern,48.332399,11.303171,6206
091815144118,Eresing,,86922,Landsberg am Lech,Bayern,48.085367,11.022605,2066
010595996024,Erfde,,24803,Schleswig-Flensburg,Schleswig-Holstein,54.308546,9.317127,2243
053620020020,Erftstadt,Stadt,50374,Rhein-Erft-Kreis,Nordrhein-Westfalen,50.812197,6.811853,48772
160510000000,Erfurt,Stadt,99084,Erfurt,Thüringen,50.977122,11.027236,218793
073405001009,Erfweiler,,66996,Südwestpfalz,Rheinland-Pfalz,49.156482,7.81096,1103
095755519122,Ergersheim,,91465,Neustadt a.d.Aisch-Bad Windsheim,Bayern,49.510702,10.327624,1054
071415011039,Ergeshausen,,56368,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.271826,7.941085,134
092740126126,Ergolding,M,84030,Landshut,Bayern,48.57753,12.172173,13323
092745220127,Ergoldsbach,M,84061,Landshut,Bayern,48.691787,12.204588,8491
091835152116,Erharting,,84513,Mühldorf a.Inn,Bayern,48.281024,12.574744,1005
092775244118,Ering,,94140,Rottal-Inn,Bayern,48.300049,13.147265,1839
084355001013,Eriskirch,,88097,Bodenseekreis,Baden-Württemberg,47.629977,9.530728,4834
053700004004,Erkelenz,Stadt,41812,Heinsberg,Nordrhein-Westfalen,51.078671,6.314104,45315
081165002018,Erkenbrechtsweiler,,73268,Esslingen,Baden-Württemberg,48.557932,9.432874,1992
031585406012,Erkerode,,38173,Wolfenbüttel,Niedersachsen,52.203267,10.707679,827
097785762136,Erkheim,M,87746,Unterallgäu,Bayern,48.03756,10.335028,3121
120670124124,Erkner,Stadt,15537,Oder-Spree,Brandenburg,52.4197,13.754248,11641
051580004004,"Erkrath, Fundort des Neanderthalers",Stadt,40699,Mettmann,Nordrhein-Westfalen,51.218566,6.913114,43706
096795652128,Erlabrunn,,97250,Würzburg,Bayern,49.860126,9.842166,1831
095620000000,Erlangen,,91051,Erlangen,Bayern,49.59508,11.003274,115928
145220120120,Erlau,,09306,Mittelsachsen,Sachsen,51.006513,12.931193,3093
091715104115,Erlbach,,84567,Altötting,Bayern,48.30704,12.786431,1191
081255008027,Erlenbach,,74235,Heilbronn,Baden-Württemberg,49.170228,9.268814,5155
096760122122,Erlenbach a.Main,St,63906,Miltenberg,Bayern,49.802337,9.160594,9717
096775621125,Erlenbach b.Marktheidenfeld,,97837,Main-Spessart,Bayern,49.819185,9.626853,2396
073405001010,Erlenbach bei Dahn,,76891,Südwestpfalz,Rheinland-Pfalz,49.112493,7.86055,346
073345004004,Erlenbach bei Kandel,,76872,Germersheim,Rheinland-Pfalz,49.110993,8.186629,733
084265006043,Erlenmoos,,88416,Biberach,Baden-Württemberg,48.063201,9.974997,1790
064350007007,Erlensee,Stadt,63526,Main-Kinzig-Kreis,Hessen,50.171489,8.97813,15907
095729454454,Erlenstegener Forst,,,Erlangen-Höchstadt,Bayern,49.495527,11.157501,0
081185003015,Erligheim,,74391,Ludwigsburg,Baden-Württemberg,49.020305,9.098502,3071
096745612223,Ermershausen,,96126,Haßberge,Bayern,50.208875,10.625056,528
059700012012,Erndtebrück,,57339,Siegen-Wittgenstein,Nordrhein-Westfalen,50.988732,8.256223,6792
091865156116,Ernsgaden,,85119,Pfaffenhofen a.d.Ilm,Bayern,48.732291,11.575909,1811
071355001027,Ernst,,56814,Cochem-Zell,Rheinland-Pfalz,50.144666,7.225633,561
072325005033,Ernzen,,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.841434,6.426237,410
084265004044,Erolzheim,,88453,Biberach,Baden-Württemberg,48.091068,10.072583,3360
071385007019,Erpel,,53579,Neuwied,Rheinland-Pfalz,50.584589,7.239148,2554
073325002015,Erpolzheim,,67167,Bad Dürkheim,Rheinland-Pfalz,49.489142,8.225515,1322
071325010027,Ersfeld,,57635,Altenkirchen (Westerwald),Rheinland-Pfalz,50.696248,7.515324,77
084265007045,Ertingen,,88521,Biberach,Baden-Württemberg,48.096788,9.460739,5381
059740016016,Erwitte,Stadt,59597,Soest,Nordrhein-Westfalen,51.611473,8.336195,16300
150835052205,Erxleben,,39343,Börde,Sachsen-Anhalt,52.219333,11.24209,2664
073355009005,Erzenhausen,,67685,Kaiserslautern,Rheinland-Pfalz,49.499657,7.617397,749
064320006006,Erzhausen,,64390,Darmstadt-Dieburg,Hessen,49.952719,8.634735,7794
072315008031,Esch,,54518,Bernkastel-Wittlich,Rheinland-Pfalz,49.896357,6.848887,422
072335006022,Esch,,54585,Vulkaneifel,Rheinland-Pfalz,50.364947,6.61127,402
081365005020,Eschach,,73569,Ostalbkreis,Baden-Württemberg,48.887766,9.869562,1920
096760123123,Eschau,M,63863,Miltenberg,Bayern,49.820249,9.256995,3915
071415007040,Eschbach,,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.21462,7.726244,171
073375005022,Eschbach,,76831,Südliche Weinstraße,Rheinland-Pfalz,49.175016,8.019262,649
083155006033,Eschbach,,79427,Breisgau-Hochschwarzwald,Baden-Württemberg,47.891226,7.652386,2464
064360003003,Eschborn,Stadt,65760,Main-Taunus-Kreis,Hessen,50.143505,8.569823,22403
083255001071,Eschbronn,,78664,Rottweil,Baden-Württemberg,48.185315,8.457819,2085
034565402004,Esche,,49828,Grafschaft Bentheim,Niedersachsen,52.541454,6.959226,610
010535323028,Escheburg,,21039,Herzogtum Lauenburg,Schleswig-Holstein,53.46713,10.309429,4075
033510025025,Eschede,,29348,Celle,Niedersachsen,52.733783,10.235106,5443
082265002020,Eschelbronn,,74927,Rhein-Neckar-Kreis,Baden-Württemberg,49.32007,8.868014,2733
081175011020,Eschenbach,,73107,Göppingen,Baden-Württemberg,48.657638,9.671831,2110
093745327117,Eschenbach i.d.OPf.,St,92676,Neustadt a.d.Waldnaab,Bayern,49.753093,11.834496,4308
160675007016,Eschenbergen,,99869,Gotha,Thüringen,51.02693,10.758794,705
065320009009,Eschenburg,,35713,Lahn-Dill-Kreis,Hessen,50.813851,8.337467,9795
091805136114,Eschenlohe,,82438,Garmisch-Partenkirchen,Bayern,47.59802,11.185861,1556
032555409013,Eschershausen,Stadt,37632,Holzminden,Niedersachsen,51.929678,9.633947,3378
032559503503,Eschershausen,gemfr. Gebiet,,Holzminden,Niedersachsen,51.948482,9.684889,0
072325001220,Eschfeld,,54619,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.111938,6.199522,193
093720124124,Eschlkam,M,93458,Cham,Bayern,49.299376,12.915401,3314
066360003003,Eschwege,Kreisstadt,37269,Werra-Meißner-Kreis,Hessen,51.185804,10.057981,18743
053340012012,Eschweiler,Stadt,52249,Städteregion Aachen,Nordrhein-Westfalen,50.817431,6.266781,57534
034625401003,Esens,Stadt,26427,Wittmund,Niedersachsen,53.642701,7.612336,6998
010595990109,Esgrus,,24402,Schleswig-Flensburg,Schleswig-Holstein,54.723422,9.782169,789
093740118118,Eslarn,M,92693,Neustadt a.d.Waldnaab,Bayern,49.582547,12.520525,2702
059580016016,Eslohe (Sauerland),,59889,Hochsauerlandkreis,Nordrhein-Westfalen,51.254307,8.170291,8717
057700008008,Espelkamp,Stadt,32339,Minden-Lübbecke,Nordrhein-Westfalen,52.377427,8.632644,25576
066330007007,Espenau,,34314,Kassel,Hessen,51.399939,9.472579,5069
160755013023,Eßbach,,07924,Saale-Orla-Kreis,Thüringen,50.589655,11.683939,228
033585403007,Essel,,29690,Heidekreis,Niedersachsen,52.6919,9.64201,1213
096775621126,Esselbach,,97839,Main-Spessart,Bayern,49.852286,9.52914,2078
073315001022,Esselborn,,55234,Alzey-Worms,Rheinland-Pfalz,49.714648,8.118915,391
051130000000,Essen,Stadt,45121,Essen,Nordrhein-Westfalen,51.455843,7.012583,574682
034530006006,Essen (Oldenburg),,49632,Cloppenburg,Niedersachsen,52.719834,7.939404,9356
092740128128,Essenbach,M,84051,Landshut,Bayern,48.613378,12.218993,11998
073395006017,Essenheim,,55270,Mainz-Bingen,Rheinland-Pfalz,49.931289,8.156349,3424
092735215121,Essing,M,93343,Kelheim,Bayern,48.933274,11.79268,1124
073375007023,Essingen,,76879,Südliche Weinstraße,Rheinland-Pfalz,49.235839,8.174389,2270
081365001021,Essingen,,73457,Ostalbkreis,Baden-Württemberg,48.808719,10.027392,6444
072325008034,Eßlingen,,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.914744,6.527107,120
081160019019,Esslingen am Neckar,Stadt,73728,Esslingen,Baden-Württemberg,48.741347,9.309565,96182
073365008023,Eßweiler,,67754,Kusel,Rheinland-Pfalz,49.558454,7.565245,380
096795647130,Estenfeld,,97230,Würzburg,Bayern,49.830509,10.004205,5323
097799453453,Esterholz,,,Donau-Ries,Bayern,48.63422,11.024378,0
034545406011,Esterwegen,,26897,Emsland,Niedersachsen,52.993068,7.633031,5357
073325005016,Esthal,,67472,Bad Dürkheim,Rheinland-Pfalz,49.377306,7.985522,1348
032565410006,Estorf,,31629,Nienburg (Weser),Niedersachsen,52.588451,9.141689,1722
033595409016,Estorf,,21727,Stade,Niedersachsen,53.576153,9.203619,1435
072315006032,Etgert,,54424,Bernkastel-Wittlich,Rheinland-Pfalz,49.779148,7.021832,66
073365010024,Etschberg,,66871,Kusel,Rheinland-Pfalz,49.512923,7.424781,658
091805135115,Ettal,,82488,Garmisch-Partenkirchen,Bayern,47.568975,11.092707,681
091809451451,Ettaler Forst,,,Garmisch-Partenkirchen,Bayern,47.545645,10.9563,0
072325008035,Etteldorf,,54655,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.030841,6.573687,22
083175002026,Ettenheim,Stadt,77955,Ortenaukreis,Baden-Württemberg,48.254555,7.812984,13722
095775534127,Ettenstatt,,91796,Weißenburg-Gunzenhausen,Bayern,49.077933,11.055524,877
160715053017,Ettersburg,,99439,Weimarer Land,Thüringen,51.033026,11.278166,733
071435008220,Ettinghausen,,56244,Westerwaldkreis,Rheinland-Pfalz,50.516357,7.87269,339
082150017017,Ettlingen,Stadt,76275,Karlsruhe,Baden-Württemberg,48.942,8.405904,38578
071375003025,Ettringen,,56729,Mayen-Koblenz,Rheinland-Pfalz,50.35597,7.221107,2874
097780137137,Ettringen,,86833,Unterallgäu,Bayern,48.104011,10.652382,3483
071325006028,Etzbach,,57539,Altenkirchen (Westerwald),Rheinland-Pfalz,50.77852,7.686988,1328
093715303140,Etzelwang,,92268,Amberg-Sulzbach,Bayern,49.526591,11.586047,1387
093745325119,Etzenricht,,92694,Neustadt a.d.Waldnaab,Bayern,49.631908,12.095984,1544
160655056016,Etzleben,,06577,Kyffhäuserkreis,Thüringen,51.262443,11.175971,262
096780128128,Euerbach,,97502,Schweinfurt,Bayern,50.062696,10.129685,2899
096725608122,Euerdorf,M,97717,Bad Kissingen,Bayern,50.147727,10.019246,1484
